home_team,away_team,home_team_continent,away_team_continent,home_team_fifa_rank,away_team_fifa_rank,home_team_score,away_team_score,tournament,city,neutral_location,shoot_out,home_team_result
Estonia,Norway,Europe,Europe,88,51,0,0,Friendly,Tallinn,FALSE,No,Draw
Ghana,Mozambique,Africa,Africa,41,100,3,1,African Cup of Nations qualification,Accra,FALSE,No,Win
Greece,Montenegro,Europe,Europe,39,84,2,1,Friendly,Piraeus,FALSE,No,Win
IR Iran,India,Asia,Asia,44,160,4,0,FIFA World Cup qualification,Tehran,FALSE,No,Win
Iraq,Thailand,Asia,Asia,91,118,2,2,FIFA World Cup qualification,Tehran,TRUE,No,Draw
Italy,Spain,Europe,Europe,14,3,1,1,Friendly,Udine,FALSE,No,Draw
Japan,Afghanistan,Asia,Asia,56,151,5,0,FIFA World Cup qualification,Saitama,FALSE,No,Win
Jordan,Bangladesh,Asia,Asia,82,177,8,0,FIFA World Cup qualification,Amman,FALSE,No,Win
Korea Republic,Lebanon,Asia,Asia,57,145,1,0,FIFA World Cup qualification,Ansan,FALSE,No,Win
Madagascar,Central African Republic,Africa,Africa,130,110,1,1,African Cup of Nations qualification,Antananarivo,FALSE,No,Draw
Malta,Moldova,Europe,Europe,161,156,0,0,Friendly,Attard,FALSE,No,Draw
Oman,Guam,Asia,Asia,97,154,1,0,FIFA World Cup qualification,Muscat,FALSE,No,Win
Peru,Venezuela,South America,South America,42,75,2,2,FIFA World Cup qualification,Lima,FALSE,No,Draw
Qatar,Hong Kong,Asia,Asia,80,139,2,0,FIFA World Cup qualification,Doha,FALSE,No,Win
Saudi Arabia,Malaysia,Asia,Asia,60,166,2,0,FIFA World Cup qualification,Jeddah,FALSE,No,Win
Singapore,Myanmar,Asia,Asia,148,154,2,1,Friendly,Kallang,FALSE,No,Win
Solomon Islands,Papua New Guinea,Oceania,Oceania,200,202,2,0,Friendly,Honiara,FALSE,No,Win
Syria,Cambodia,Asia,Asia,123,183,6,0,FIFA World Cup qualification,Seeb,TRUE,No,Win
Turkey,Sweden,Europe,Europe,20,34,2,1,Friendly,Antalya,FALSE,No,Win
Ukraine,Cyprus,Europe,Europe,27,79,1,0,Friendly,Odessa,FALSE,No,Win
United Arab Emirates,Palestine,Asia,Asia,64,117,2,0,FIFA World Cup qualification,Abu Dhabi,FALSE,No,Win
Uzbekistan,Philippines,Asia,Asia,74,135,1,0,FIFA World Cup qualification,Tashkent,FALSE,No,Win
Vietnam,Chinese Taipei,Asia,Asia,146,181,4,1,FIFA World Cup qualification,Hanoi,FALSE,No,Win
Wales,Northern Ireland,Europe,Europe,17,28,1,1,Friendly,Cardiff,FALSE,No,Draw
Algeria,Ethiopia,Africa,Africa,37,120,7,1,African Cup of Nations qualification,Blida,FALSE,No,Win
Armenia,Belarus,Europe,Europe,116,64,0,0,Friendly,Yerevan,FALSE,No,Draw
Brazil,Uruguay,South America,South America,6,11,2,2,FIFA World Cup qualification,Recife,FALSE,No,Draw
Canada,Mexico,North America,North America,87,22,0,3,FIFA World Cup qualification,Vancouver,FALSE,No,Lose
El Salvador,Honduras,North America,North America,99,89,2,2,FIFA World Cup qualification,San Salvador,FALSE,No,Draw
Gabon,Sierra Leone,Africa,Africa,83,115,2,1,Friendly,Franceville,FALSE,No,Win
Guatemala,USA,North America,North America,95,30,2,0,FIFA World Cup qualification,Guatemala,FALSE,No,Win
Guinea,Malawi,Africa,Africa,63,104,0,0,African Cup of Nations qualification,Conakry,FALSE,No,Draw
Haiti,Panama,North America,North America,64,55,0,0,FIFA World Cup qualification,Port-au-Prince,FALSE,No,Draw
Republic of Ireland,Switzerland,Europe,Europe,29,12,1,0,Friendly,Dublin,FALSE,No,Win
Côte d'Ivoire,Sudan,Africa,Africa,36,135,1,0,African Cup of Nations qualification,Abidjan,FALSE,No,Win
Jamaica,Costa Rica,North America,North America,52,33,1,1,FIFA World Cup qualification,Kingston,FALSE,No,Draw
Luxembourg,Bosnia and Herzegovina,Europe,Europe,142,21,0,3,Friendly,Luxembourg,FALSE,No,Lose
Mali,Equatorial Guinea,Africa,Africa,73,76,1,0,African Cup of Nations qualification,Bamako,FALSE,No,Win
Mauritania,Gambia,Africa,Africa,106,164,2,1,African Cup of Nations qualification,Nouakchott,FALSE,No,Win
Netherlands,France,Europe,Europe,15,24,2,3,Friendly,Amsterdam,FALSE,No,Lose
Nigeria,Egypt,Africa,Africa,62,53,1,1,African Cup of Nations qualification,Kaduna,FALSE,No,Draw
Portugal,Bulgaria,Europe,Europe,7,70,0,1,Friendly,Leiria,FALSE,No,Lose
Slovakia,Latvia,Europe,Europe,26,98,0,0,Friendly,Trnava,FALSE,No,Draw
Eswatini,Zimbabwe,Africa,Africa,124,131,1,1,African Cup of Nations qualification,Lobamba,FALSE,No,Draw
Tunisia,Togo,Africa,Africa,47,101,1,0,African Cup of Nations qualification,Monastir,FALSE,No,Win
Anguilla,Puerto Rico,North America,North America,204,170,0,4,CFU Caribbean Cup qualification,The Valley,FALSE,No,Lose
Aruba,St. Kitts and Nevis,North America,North America,113,121,0,2,CFU Caribbean Cup qualification,Oranjestad,FALSE,No,Lose
Austria,Albania,Europe,Europe,10,35,2,1,Friendly,Vienna,FALSE,No,Win
Azerbaijan,Kazakhstan,Europe,Europe,112,125,0,1,Friendly,Belek,TRUE,No,Lose
British Virgin Islands,Dominica,North America,North America,199,176,0,7,CFU Caribbean Cup qualification,Road Town,FALSE,No,Lose
Burkina Faso,Uganda,Africa,Africa,86,67,1,0,African Cup of Nations qualification,Ouagadougou,FALSE,No,Win
Burundi,Namibia,Africa,Africa,129,133,1,3,African Cup of Nations qualification,Bujumbura,FALSE,No,Lose
Cameroon,South Africa,Africa,Africa,61,70,2,2,African Cup of Nations qualification,Limbé,FALSE,No,Draw
Cabo Verde,Morocco,Africa,Africa,31,81,0,1,African Cup of Nations qualification,Praia,FALSE,No,Lose
Congo DR,Angola,Africa,Africa,58,109,2,1,African Cup of Nations qualification,Kinshasa,FALSE,No,Win
Curaçao,Dominican Republic,North America,North America,151,159,2,1,CFU Caribbean Cup qualification,Willemstad,FALSE,No,Win
Germany,England,Europe,Europe,4,9,2,3,Friendly,Berlin,FALSE,No,Lose
Hungary,Croatia,Europe,Europe,19,18,1,1,Friendly,Budapest,FALSE,No,Draw
Mauritius,Rwanda,Africa,Africa,172,85,1,0,African Cup of Nations qualification,Mapou,FALSE,No,Win
Poland,Finland,Europe,Europe,31,46,5,0,Friendly,Wrocław,FALSE,No,Win
Russia,Lithuania,Europe,Europe,23,128,3,0,Friendly,Moscow,FALSE,No,Win
Senegal,Niger,Africa,Africa,48,108,2,0,African Cup of Nations qualification,Dakar,FALSE,No,Win
Seychelles,Lesotho,Africa,Africa,191,153,2,0,African Cup of Nations qualification,Victoria,FALSE,No,Win
Benin,South Sudan,Africa,Africa,77,140,4,1,African Cup of Nations qualification,Cotonou,FALSE,No,Win
Botswana,Comoros,Africa,Africa,92,173,2,1,African Cup of Nations qualification,Francistown,FALSE,No,Win
Congo,Zambia,Africa,Africa,59,78,1,1,African Cup of Nations qualification,Brazzaville,FALSE,No,Draw
Kenya,Guinea-Bissau,Africa,Africa,103,147,0,1,African Cup of Nations qualification,Nairobi,FALSE,No,Lose
Mozambique,Ghana,Africa,Africa,100,41,0,0,African Cup of Nations qualification,Maputo,FALSE,No,Draw
Romania,Spain,Europe,Europe,16,3,0,0,Friendly,Cluj,FALSE,No,Draw
Thailand,Korea Republic,Asia,Asia,118,57,0,1,Friendly,Bangkok,FALSE,No,Lose
Andorra,Moldova,Europe,Europe,201,156,0,1,Friendly,Paola,TRUE,No,Lose
Central African Republic,Madagascar,Africa,Africa,110,130,2,1,African Cup of Nations qualification,Bangui,FALSE,No,Win
Equatorial Guinea,Mali,Africa,Africa,76,73,0,1,African Cup of Nations qualification,Malabo,FALSE,No,Lose
Libya,São Tomé and Príncipe,Africa,Africa,107,174,4,0,African Cup of Nations qualification,Cairo,TRUE,No,Win
Liechtenstein,Faroe Islands,Europe,Europe,163,93,2,3,Friendly,Marbella,TRUE,No,Lose
Northern Ireland,Slovenia,Europe,Europe,28,54,1,0,Friendly,Belfast,FALSE,No,Win
Sierra Leone,Gabon,Africa,Africa,115,83,1,0,Friendly,Freetown,FALSE,No,Win
Ukraine,Wales,Europe,Europe,27,17,1,0,Friendly,Kyiv,FALSE,No,Win
Afghanistan,Singapore,Asia,Asia,151,148,2,1,FIFA World Cup qualification,Tehran,TRUE,No,Win
Angola,Congo DR,Africa,Africa,109,58,0,2,African Cup of Nations qualification,Luanda,FALSE,No,Lose
Argentina,Bolivia,South America,South America,2,72,2,0,FIFA World Cup qualification,Córdoba,FALSE,No,Win
Australia,Jordan,Oceania,Asia,67,82,5,1,FIFA World Cup qualification,Sydney,FALSE,No,Win
Austria,Turkey,Europe,Europe,10,20,1,2,Friendly,Vienna,FALSE,No,Lose
China PR,Qatar,Asia,Asia,96,80,2,0,FIFA World Cup qualification,Xi'an,FALSE,No,Win
Colombia,Ecuador,South America,South America,8,13,3,0,FIFA World Cup qualification,Barranquilla,FALSE,No,Win
Costa Rica,Jamaica,North America,North America,33,52,3,0,FIFA World Cup qualification,San José,FALSE,No,Win
Dominican Republic,Barbados,North America,North America,159,143,2,0,CFU Caribbean Cup qualification,Santo Domingo,FALSE,No,Win
Egypt,Nigeria,Africa,Africa,53,62,1,0,African Cup of Nations qualification,Alexandria,FALSE,No,Win
England,Netherlands,Europe,Europe,9,15,1,2,Friendly,London,FALSE,No,Lose
Estonia,Serbia,Europe,Europe,88,50,0,1,Friendly,Tallinn,FALSE,No,Lose
Ethiopia,Algeria,Africa,Africa,120,37,3,3,African Cup of Nations qualification,Addis Ababa,FALSE,No,Draw
France,Russia,Europe,Europe,24,23,4,2,Friendly,Saint-Denis,FALSE,No,Win
Gambia,Mauritania,Africa,Africa,164,106,0,0,African Cup of Nations qualification,Bakau,FALSE,No,Draw
Georgia,Kazakhstan,Europe,Europe,122,125,1,1,Friendly,Tbilisi,FALSE,No,Draw
Germany,Italy,Europe,Europe,4,14,4,1,Friendly,Munich,FALSE,No,Win
Greece,Iceland,Europe,Europe,39,38,2,3,Friendly,Piraeus,FALSE,No,Lose
Honduras,El Salvador,North America,North America,89,99,2,0,FIFA World Cup qualification,San Pedro Sula,FALSE,No,Win
India,Turkmenistan,Asia,Asia,160,113,1,2,FIFA World Cup qualification,Kochi,FALSE,No,Lose
IR Iran,Oman,Asia,Asia,44,97,2,0,FIFA World Cup qualification,Tehran,FALSE,No,Win
Iraq,Vietnam,Asia,Asia,91,146,1,0,FIFA World Cup qualification,Tehran,TRUE,No,Win
Republic of Ireland,Slovakia,Europe,Europe,29,26,2,2,Friendly,Dublin,FALSE,No,Draw
Japan,Syria,Asia,Asia,56,123,5,0,FIFA World Cup qualification,Saitama,FALSE,No,Win
Lebanon,Myanmar,Asia,Asia,145,154,1,1,FIFA World Cup qualification,Sidon,FALSE,No,Draw
Lesotho,Seychelles,Africa,Africa,153,191,2,1,African Cup of Nations qualification,Maseru,FALSE,No,Win
Liberia,Djibouti,Africa,Africa,101,204,5,0,African Cup of Nations qualification,Monrovia,FALSE,No,Win
Luxembourg,Albania,Europe,Europe,142,35,0,2,Friendly,Luxembourg,FALSE,No,Lose
North Macedonia,Bulgaria,Europe,Europe,138,70,0,2,Friendly,Skopje,FALSE,No,Lose
Malawi,Guinea,Africa,Africa,104,63,1,2,African Cup of Nations qualification,Blantyre,FALSE,No,Lose
Malaysia,Macau,Asia,Asia,166,195,0,0,Friendly,Krubong,FALSE,No,Draw
Maldives,Bhutan,Africa,Asia,158,193,4,2,FIFA World Cup qualification,Malé,FALSE,No,Win
Mexico,Canada,North America,North America,22,87,2,0,FIFA World Cup qualification,Mexico City,FALSE,No,Win
Montenegro,Belarus,Europe,Europe,84,64,0,0,Friendly,Podgorica,FALSE,No,Draw
Morocco,Cabo Verde,Africa,Africa,81,31,2,0,African Cup of Nations qualification,Marrakech,FALSE,No,Win
Namibia,Burundi,Africa,Africa,133,129,1,3,African Cup of Nations qualification,Windhoek,FALSE,No,Lose
Niger,Senegal,Africa,Africa,108,48,1,2,African Cup of Nations qualification,Niamey,FALSE,No,Lose
Norway,Finland,Europe,Europe,51,46,2,0,Friendly,Oslo,FALSE,No,Win
Palestine,Timor-Leste,Asia,Asia,117,170,7,0,FIFA World Cup qualification,Hebron,FALSE,No,Win
Panama,Haiti,North America,North America,55,64,1,0,FIFA World Cup qualification,Panama City,FALSE,No,Win
Paraguay,Brazil,South America,South America,43,6,2,2,FIFA World Cup qualification,Asunción,FALSE,No,Draw
Philippines,Korea DPR,Asia,Asia,135,94,3,2,FIFA World Cup qualification,Manila,FALSE,No,Win
Portugal,Belgium,Europe,Europe,7,1,2,1,Friendly,Leiria,FALSE,No,Win
Rwanda,Mauritius,Africa,Africa,85,172,5,0,African Cup of Nations qualification,Kigali,FALSE,No,Win
Scotland,Denmark,Europe,Europe,45,40,1,0,Friendly,Glasgow,FALSE,No,Win
South Africa,Cameroon,Africa,Africa,70,61,0,0,African Cup of Nations qualification,Durban,FALSE,No,Draw
St. Kitts and Nevis,Antigua and Barbuda,North America,North America,121,90,1,0,CFU Caribbean Cup qualification,Basseterre,FALSE,No,Win
Sudan,Côte d'Ivoire,Africa,Africa,135,36,1,1,African Cup of Nations qualification,Omdurman,FALSE,No,Draw
Sweden,Czech Republic,Europe,Europe,34,25,1,1,Friendly,Solna,FALSE,No,Draw
Switzerland,Bosnia and Herzegovina,Europe,Europe,12,21,0,2,Friendly,Zürich,FALSE,No,Lose
Tajikistan,Kyrgyz Republic,Asia,Asia,150,105,0,1,FIFA World Cup qualification,Dushanbe,FALSE,No,Lose
Togo,Tunisia,Africa,Africa,101,47,0,0,African Cup of Nations qualification,Lomé,FALSE,No,Draw
Uganda,Burkina Faso,Africa,Africa,67,86,0,0,African Cup of Nations qualification,Kampala,FALSE,No,Draw
United Arab Emirates,Saudi Arabia,Asia,Asia,64,60,1,1,FIFA World Cup qualification,Abu Dhabi,FALSE,No,Draw
Uruguay,Peru,South America,South America,11,42,1,0,FIFA World Cup qualification,Montevideo,FALSE,No,Win
USA,Guatemala,North America,North America,30,95,4,0,FIFA World Cup qualification,Columbus,FALSE,No,Win
Uzbekistan,Bahrain,Asia,Asia,74,132,1,0,FIFA World Cup qualification,Tashkent,FALSE,No,Win
Venezuela,Chile,South America,South America,75,5,1,4,FIFA World Cup qualification,Barinas,FALSE,No,Lose
US Virgin Islands,Grenada,North America,North America,178,161,1,2,CFU Caribbean Cup qualification,Charlotte Amalie,FALSE,No,Lose
Hungary,Côte d'Ivoire,Europe,Africa,18,34,0,0,Friendly,Budapest,FALSE,No,Draw
Botswana,Lesotho,Africa,Africa,91,148,2,1,Friendly,Serowe,FALSE,No,Win
England,Turkey,Europe,Europe,10,13,2,1,Friendly,Manchester,FALSE,No,Win
Puerto Rico,USA,North America,North America,152,29,1,3,Friendly,Bayamón,FALSE,No,Lose
Romania,Congo DR,Europe,Africa,19,51,1,1,Friendly,Como,TRUE,No,Draw
Serbia,Cyprus,Europe,Europe,56,80,2,1,Friendly,Užice,FALSE,No,Win
Azerbaijan,Andorra,Europe,Europe,133,202,0,0,Friendly,Bad Erlach,TRUE,No,Draw
Croatia,Moldova,Europe,Europe,23,156,1,0,Friendly,Koprivnica,FALSE,No,Win
Czech Republic,Malta,Europe,Europe,29,165,6,0,Friendly,Kufstein,TRUE,No,Win
England,Australia,Europe,Oceania,10,50,2,1,Friendly,Sunderland,FALSE,No,Win
Republic of Ireland,Netherlands,Europe,Europe,31,17,1,1,Friendly,Dublin,FALSE,No,Draw
Morocco,Congo,Africa,Africa,64,59,2,0,Friendly,Tangier,FALSE,No,Win
Nigeria,Mali,Africa,Africa,67,65,1,0,Friendly,Le Petit-Quevilly,TRUE,No,Win
Northern Ireland,Belarus,Europe,Europe,26,77,3,0,Friendly,Belfast,FALSE,No,Win
Slovakia,Georgia,Europe,Europe,32,123,3,1,Friendly,Wels,TRUE,No,Win
Togo,Zambia,Africa,Africa,103,78,1,0,Friendly,Lomé,FALSE,No,Win
Myanmar,Malaysia,Asia,Asia,167,174,0,0,Friendly,Yangon,FALSE,No,Draw
Costa Rica,Venezuela,North America,South America,25,74,2,1,Friendly,San José,FALSE,No,Win
El Salvador,Peru,North America,South America,97,46,1,3,Friendly,Seattle,TRUE,No,Lose
Gabon,Mauritania,Africa,Africa,88,109,0,2,Friendly,Cornellà de Llobregat,TRUE,No,Lose
Guatemala,Armenia,North America,Europe,89,110,1,7,Friendly,Carson,TRUE,No,Lose
Mexico,Paraguay,North America,South America,16,39,1,0,Friendly,Atlanta,TRUE,No,Win
New Zealand,Fiji,Oceania,Oceania,161,183,3,1,Oceania Nations Cup,Port Moresby,TRUE,No,Win
Rwanda,Senegal,Africa,Africa,87,43,0,2,Friendly,Kigali,FALSE,No,Lose
Switzerland,Belgium,Europe,Europe,14,2,1,2,Friendly,Geneva,FALSE,No,Lose
Vanuatu,Solomon Islands,Oceania,Oceania,181,192,0,1,Oceania Nations Cup,Port Moresby,TRUE,No,Lose
Albania,Qatar,Europe,Asia,45,83,3,1,Friendly,Hartberg,TRUE,No,Win
Azerbaijan,North Macedonia,Europe,Europe,133,141,1,3,Friendly,Bad Erlach,TRUE,No,Lose
Bosnia and Herzegovina,Spain,Europe,Europe,20,6,1,3,Friendly,St. Gallen,TRUE,No,Lose
Cambodia,Timor-Leste,Asia,Asia,183,175,2,0,Friendly,Phnom Penh,FALSE,No,Win
Germany,Slovakia,Europe,Europe,5,32,1,3,Friendly,Augsburg,FALSE,No,Lose
Italy,Scotland,Europe,Europe,15,40,1,0,Friendly,Attard,TRUE,No,Win
Kenya,Tanzania,Africa,Africa,116,129,1,1,Friendly,Nairobi,FALSE,No,Draw
Laos,Nepal,Asia,Asia,176,180,1,1,Friendly,Vientiane,FALSE,No,Draw
Lithuania,Estonia,Europe,Europe,138,93,2,0,Baltic Cup,Klaipėda,FALSE,No,Win
Papua New Guinea,New Caledonia,Oceania,Oceania,198,191,1,1,Oceania Nations Cup,Port Moresby,FALSE,No,Draw
Portugal,Norway,Europe,Europe,8,49,3,0,Friendly,Porto,FALSE,No,Win
Romania,Ukraine,Europe,Europe,19,22,3,4,Friendly,Turin,TRUE,No,Lose
Tahiti,Samoa,Oceania,Oceania,196,170,4,0,Oceania Nations Cup,Port Moresby,TRUE,No,Win
Turkey,Montenegro,Europe,Europe,13,94,1,0,Friendly,Antalya,FALSE,No,Win
France,Cameroon,Europe,Africa,21,63,3,2,Friendly,Nantes,FALSE,No,Win
Gambia,Zambia,Africa,Africa,168,78,0,0,Friendly,Bakau,FALSE,No,Draw
Sweden,Slovenia,Europe,Europe,36,61,0,0,Friendly,Malmö,FALSE,No,Draw
Austria,Malta,Europe,Europe,11,165,2,1,Friendly,Klagenfurt,FALSE,No,Win
Republic of Ireland,Belarus,Europe,Europe,31,77,1,2,Friendly,Cork,FALSE,No,Lose
Kenya,Sudan,Africa,Africa,116,128,1,1,Friendly,Nairobi,FALSE,No,Draw
Luxembourg,Nigeria,Europe,Africa,146,67,1,3,Friendly,Luxembourg,FALSE,No,Lose
Serbia,Israel,Europe,Europe,56,76,3,1,Friendly,Novi Sad,FALSE,No,Win
Solomon Islands,Fiji,Oceania,Oceania,192,183,0,1,Oceania Nations Cup,Port Moresby,TRUE,No,Lose
Vanuatu,New Zealand,Oceania,Oceania,181,161,0,5,Oceania Nations Cup,Port Moresby,TRUE,No,Lose
Vietnam,Syria,Asia,Asia,145,110,2,0,Friendly,Thanh Hóa,FALSE,No,Win
Zimbabwe,Uganda,Africa,Africa,126,72,2,0,Friendly,Harare,FALSE,No,Win
Belgium,Finland,Europe,Europe,2,61,1,1,Friendly,Brussels,FALSE,No,Draw
Curaçao,Guyana,North America,South America,152,132,5,2,CFU Caribbean Cup qualification,Willemstad,FALSE,No,Win
Czech Republic,Russia,Europe,Europe,29,27,2,1,Friendly,Innsbruck,TRUE,No,Win
El Salvador,Armenia,North America,Europe,97,110,0,4,Friendly,Carson,TRUE,No,Lose
Estonia,Andorra,Europe,Europe,93,202,2,0,Friendly,Tallinn,FALSE,No,Win
Grenada,Puerto Rico,North America,North America,157,152,3,3,CFU Caribbean Cup qualification,St. George's,FALSE,No,Draw
Latvia,Lithuania,Europe,Europe,107,138,2,1,Baltic Cup,Liepāja,FALSE,No,Win
New Caledonia,Samoa,Oceania,Oceania,191,170,7,0,Oceania Nations Cup,Port Moresby,TRUE,No,Win
Norway,Iceland,Europe,Europe,49,35,3,2,Friendly,Oslo,FALSE,No,Win
Papua New Guinea,Tahiti,Oceania,Oceania,198,196,2,2,Oceania Nations Cup,Port Moresby,FALSE,No,Draw
Poland,Netherlands,Europe,Europe,27,17,1,2,Friendly,Gdańsk,FALSE,No,Lose
Spain,Korea Republic,Europe,Asia,6,54,6,1,Friendly,Salzburg,TRUE,No,Win
St. Kitts and Nevis,Suriname,North America,South America,92,188,1,0,CFU Caribbean Cup qualification,Basseterre,FALSE,No,Win
England,Portugal,Europe,Europe,11,8,1,0,Friendly,London,FALSE,No,Win
Laos,India,Asia,Asia,174,163,0,1,AFC Asian Cup qualification,Vientiane,FALSE,No,Lose
North Macedonia,IR Iran,Europe,Asia,139,39,1,3,Friendly,Skopje,FALSE,No,Lose
Malaysia,Timor-Leste,Asia,Asia,173,177,3,0,AFC Asian Cup qualification,Johor Bahru,FALSE,No,Win
Maldives,Yemen,Africa,Asia,174,178,0,2,AFC Asian Cup qualification,Malé,FALSE,No,Lose
Seychelles,Algeria,Africa,Africa,180,32,0,2,African Cup of Nations qualification,Victoria,FALSE,No,Lose
Tajikistan,Bangladesh,Asia,Asia,164,181,5,0,AFC Asian Cup qualification,Dushanbe,FALSE,No,Win
Albania,Ukraine,Europe,Europe,42,19,1,3,Friendly,Bergamo,TRUE,No,Lose
Azerbaijan,Canada,Europe,North America,138,93,1,1,Friendly,Rohrbach an der Lafnitz,TRUE,No,Draw
Bosnia and Herzegovina,Denmark,Europe,Europe,20,38,2,2,Kirin Cup,Toyota,TRUE,Yes,Win
Myanmar,Singapore,Asia,Asia,161,149,0,1,Friendly,Yangon,FALSE,No,Lose
China PR,Trinidad and Tobago,Asia,South America,81,64,4,2,Friendly,Qinhuangdao,FALSE,No,Win
Djibouti,Tunisia,Africa,Africa,204,47,0,3,African Cup of Nations qualification,Djibouti,FALSE,No,Lose
Japan,Bulgaria,Asia,Europe,53,69,7,2,Kirin Cup,Toyota,FALSE,No,Win
Libya,Morocco,Africa,Africa,122,62,1,1,African Cup of Nations qualification,Radès,TRUE,No,Draw
Mauritania,Cameroon,Africa,Africa,121,58,0,1,African Cup of Nations qualification,Nouakchott,FALSE,No,Lose
Romania,Georgia,Europe,Europe,22,137,5,1,Friendly,Bucharest,FALSE,No,Win
Sierra Leone,Sudan,Africa,Africa,108,128,1,0,African Cup of Nations qualification,Freetown,FALSE,No,Win
Switzerland,Moldova,Europe,Europe,15,159,2,1,Friendly,Lugano,FALSE,No,Win
Thailand,Syria,Asia,Asia,117,101,2,2,King's Cup,Bangkok,FALSE,Yes,Win
United Arab Emirates,Jordan,Asia,Asia,70,80,1,3,King's Cup,Bangkok,TRUE,No,Lose
USA,Colombia,North America,South America,31,3,0,2,Copa América,Santa Clara,FALSE,No,Lose
Vietnam,Hong Kong,Asia,Asia,133,143,2,2,Friendly,Yangon,TRUE,Yes,Win
Australia,Greece,Oceania,Europe,59,40,1,0,Friendly,Sydney,FALSE,No,Win
Austria,Netherlands,Europe,Europe,10,14,0,2,Friendly,Vienna,FALSE,No,Lose
Botswana,Uganda,Africa,Africa,87,72,1,2,African Cup of Nations qualification,Francistown,FALSE,No,Lose
Brazil,Ecuador,South America,South America,7,13,0,0,Copa América,Pasadena,TRUE,No,Draw
Costa Rica,Paraguay,North America,South America,23,44,0,0,Copa América,Orlando,TRUE,No,Draw
Croatia,San Marino,Europe,Europe,27,200,10,0,Friendly,Rijeka,FALSE,No,Win
Estonia,Latvia,Europe,Europe,94,104,0,0,Baltic Cup,Tallinn,FALSE,No,Draw
Fiji,Vanuatu,Oceania,Oceania,186,185,2,3,Oceania Nations Cup,Port Moresby,TRUE,No,Lose
France,Scotland,Europe,Europe,17,43,3,0,Friendly,Metz,FALSE,No,Win
Gambia,South Africa,Africa,Africa,165,68,0,4,African Cup of Nations qualification,Bakau,FALSE,No,Lose
Germany,Hungary,Europe,Europe,4,20,2,0,Friendly,Gelsenkirchen,FALSE,No,Win
Haiti,Peru,North America,South America,74,48,0,1,Copa América,Seattle,TRUE,No,Lose
Côte d'Ivoire,Gabon,Africa,Africa,36,88,2,1,Friendly,Bouaké,FALSE,No,Win
New Zealand,Solomon Islands,Oceania,Oceania,147,176,1,0,Oceania Nations Cup,Port Moresby,TRUE,No,Win
Rwanda,Mozambique,Africa,Africa,103,97,2,3,African Cup of Nations qualification,Kigali,FALSE,No,Lose
Slovakia,Northern Ireland,Europe,Europe,24,25,0,0,Friendly,Trnava,FALSE,No,Draw
South Sudan,Mali,Africa,Africa,157,63,0,3,African Cup of Nations qualification,Juba,FALSE,No,Lose
Tanzania,Egypt,Africa,Africa,136,45,0,2,African Cup of Nations qualification,Dar es Salaam,FALSE,No,Lose
US Virgin Islands,Guyana,North America,South America,194,130,0,7,CFU Caribbean Cup qualification,Charlotte Amalie,FALSE,No,Lose
Belgium,Norway,Europe,Europe,2,51,3,2,Friendly,Brussels,FALSE,No,Win
Central African Republic,Angola,Africa,Africa,96,123,3,0,African Cup of Nations qualification,Bangui,FALSE,No,Win
Comoros,Burkina Faso,Africa,Africa,162,73,0,1,African Cup of Nations qualification,Moroni,FALSE,No,Lose
Czech Republic,Korea Republic,Europe,Asia,30,50,1,2,Friendly,Prague,FALSE,No,Lose
Jamaica,Venezuela,North America,South America,46,77,0,1,Copa América,Chicago,TRUE,No,Lose
Kenya,Congo,Africa,Africa,129,60,2,1,African Cup of Nations qualification,Nairobi,FALSE,No,Win
Lesotho,Ethiopia,Africa,Africa,155,125,1,2,African Cup of Nations qualification,Maseru,FALSE,No,Lose
Liberia,Togo,Africa,Africa,123,95,2,2,African Cup of Nations qualification,Monrovia,FALSE,No,Draw
Madagascar,Congo DR,Africa,Africa,108,52,1,6,African Cup of Nations qualification,Mahajanga,FALSE,No,Lose
